SubjNum,RT,acc,Cond,c.resp,TargStrength,qs
20,4.35,0,AA,2,1,<.7-1.0
20,4.05,1,AA,1,1,<.7-1.0
20,4.66,1,AA,2,1,<.7-1.0
20,2.86,1,AA,2,1,<=.3
20,3.24,1,AA,1,1,>.3-<=.7
20,2.99,0,AA,1,1,>.3-<=.7
20,3.31,0,AA,1,1,>.3-<=.7
20,4,1,AA,1,1,<.7-1.0
20,2.47,1,AA,2,1,<=.3
20,2.13,1,AA,2,1,<=.3
20,2.79,1,AA,1,1,<=.3
20,2.84,1,AA,2,1,<=.3
20,3.73,1,AA,2,1,<.7-1.0
20,2,1,AA,2,1,<=.3
20,3.79,1,AA,1,1,<.7-1.0
20,3.4,0,AA,1,1,>.3-<=.7
20,3.58,0,AA,1,1,>.3-<=.7
20,3.89,1,AA,2,1,<.7-1.0
20,2.74,1,AA,2,1,<=.3
20,3.23,1,AA,2,1,>.3-<=.7
20,3.69,1,AA,1,1,>.3-<=.7
20,3.42,1,AA,1,1,>.3-<=.7
20,2.38,1,AB,2,2,<=.3
20,2.06,1,AB,2,2,<=.3
20,2.23,1,AB,2,2,<=.3
20,2.17,1,AB,1,2,<=.3
20,4.3,1,AB,1,2,<.7-1.0
20,1.98,0,AB,2,2,<=.3
20,2.57,1,AB,2,2,>.3-<=.7
20,3.36,1,AB,1,2,<.7-1.0
20,3.53,1,AB,1,2,<.7-1.0
20,2.53,1,AB,1,2,>.3-<=.7
20,2.86,1,AB,2,2,>.3-<=.7
20,2.5,1,AB,1,2,>.3-<=.7
20,2.67,1,AB,1,2,>.3-<=.7
20,2.54,1,AB,1,2,>.3-<=.7
20,2.93,0,AB,2,2,<.7-1.0
20,2.72,1,AB,2,2,>.3-<=.7
20,4.54,0,AB,1,2,<.7-1.0
20,2.28,1,AB,2,2,<=.3
20,3.33,1,AB,1,2,<.7-1.0
20,2.78,1,AB,2,2,>.3-<=.7
20,3.63,1,AB,2,2,<.7-1.0
20,2.21,1,AB,1,2,<=.3
20,2.73,1,AB,1,2,>.3-<=.7
20,2.6,1,AB,2,2,>.3-<=.7
20,4.21,1,AA,1,2,<.7-1.0
20,1.93,1,AA,1,2,<=.3
20,2.65,1,AA,2,2,>.3-<=.7
20,2.46,1,AA,1,2,>.3-<=.7
20,2.72,1,AA,2,2,>.3-<=.7
20,2.37,1,AA,2,2,>.3-<=.7
20,4.06,1,AA,1,2,<.7-1.0
20,2.49,1,AA,2,2,>.3-<=.7
20,2.14,1,AA,2,2,<=.3
20,2.46,1,AA,2,2,>.3-<=.7
20,3.48,1,AA,1,2,<.7-1.0
20,2.28,1,AA,2,2,<=.3
20,1.84,1,AA,1,2,<=.3
20,4.15,1,AA,2,2,<.7-1.0
20,2.82,1,AA,1,2,>.3-<=.7
20,3.82,1,AA,2,2,<.7-1.0
20,2.73,0,AA,1,2,>.3-<=.7
20,4.34,1,AA,1,2,<.7-1.0
20,2.34,1,AA,1,2,<=.3
20,2.18,1,AA,2,2,<=.3
20,3.08,1,AA,1,2,>.3-<=.7
20,2.29,1,AA,2,2,<=.3
20,2.72,0,AA,2,2,>.3-<=.7
20,3.13,1,AA,1,2,<.7-1.0
21,1.9,1,AB,2,1,<=.3
21,1.95,1,AB,1,1,<=.3
21,2.88,1,AB,2,1,>.3-<=.7
21,2.64,1,AB,2,1,<=.3
21,5.36,1,AB,2,1,<.7-1.0
21,3.07,1,AB,1,1,>.3-<=.7
21,2.56,1,AB,1,1,<=.3
21,3,1,AB,2,1,>.3-<=.7
21,1.91,1,AB,1,1,<=.3
21,3.62,1,AB,1,1,<.7-1.0
21,2.75,1,AB,2,1,>.3-<=.7
21,2.2,1,AB,1,1,<=.3
21,5.04,1,AB,1,1,<.7-1.0
21,3.23,1,AB,1,1,>.3-<=.7
21,3.28,1,AB,2,1,>.3-<=.7
21,3.59,1,AB,1,1,<.7-1.0
21,3.37,1,AB,1,1,<.7-1.0
21,3.39,1,AB,2,1,<.7-1.0
21,3.32,1,AB,2,1,>.3-<=.7
21,3.46,1,AB,1,1,<.7-1.0
21,2.3,1,AB,2,1,<=.3
21,2.8,1,AB,1,1,>.3-<=.7
21,3.3,1,AB,2,1,>.3-<=.7
21,5.25,1,AA,2,1,<.7-1.0
21,5.25,0,AA,1,1,<.7-1.0
21,4.91,1,AA,2,1,<.7-1.0
21,4.18,1,AA,1,1,>.3-<=.7
21,1.96,1,AA,1,1,<=.3
21,3.17,1,AA,2,1,>.3-<=.7
21,2.49,1,AA,2,1,>.3-<=.7
21,1.9,1,AA,1,1,<=.3
21,4.56,1,AA,1,1,<.7-1.0
21,4.12,1,AA,2,1,>.3-<=.7
21,1.64,1,AA,1,1,<=.3
21,2.17,1,AA,1,1,<=.3
21,2.63,1,AA,2,1,>.3-<=.7
21,4.88,0,AA,2,1,<.7-1.0
21,2.43,1,AA,1,1,>.3-<=.7
21,1.7,1,AA,1,1,<=.3
21,4.09,1,AA,2,1,>.3-<=.7
21,4.72,0,AA,1,1,<.7-1.0
21,1.98,1,AA,2,1,<=.3
21,4.36,1,AA,2,1,>.3-<=.7
21,2.66,1,AA,1,1,>.3-<=.7
21,4.99,0,AA,2,1,<.7-1.0
21,1.71,1,AA,1,1,<=.3
21,1.57,1,AB,2,2,<=.3
21,3.36,1,AB,2,2,>.3-<=.7
21,2.48,1,AB,1,2,>.3-<=.7
21,3.2,1,AB,2,2,>.3-<=.7
21,5.37,1,AB,1,2,<.7-1.0
21,2.42,1,AB,2,2,>.3-<=.7
21,1.82,1,AB,1,2,<=.3
21,2.62,1,AB,1,2,>.3-<=.7
21,3.13,1,AB,2,2,>.3-<=.7
21,2.22,1,AB,2,2,<=.3
21,4.24,1,AB,2,2,<.7-1.0
21,5.05,1,AB,2,2,<.7-1.0
21,2.37,1,AB,1,2,<=.3
21,2.02,1,AB,2,2,<=.3
21,5.19,1,AB,1,2,<.7-1.0
21,1.49,1,AB,1,2,<=.3
21,3.63,1,AB,1,2,>.3-<=.7
21,4.13,1,AB,2,2,<.7-1.0
21,3.32,1,AB,1,2,>.3-<=.7
21,3.93,1,AB,1,2,<.7-1.0
21,4.37,1,AB,1,2,<.7-1.0
21,3.08,1,AB,2,2,>.3-<=.7
21,2.74,1,AB,2,2,>.3-<=.7
21,1.54,1,AB,1,2,<=.3
21,1.8,1,AA,2,2,<=.3
21,1.84,1,AA,1,2,<=.3
21,1.53,1,AA,2,2,<=.3
21,2.38,1,AA,1,2,>.3-<=.7
21,1.84,1,AA,2,2,<=.3
21,3.87,1,AA,1,2,<.7-1.0
21,1.69,1,AA,1,2,<=.3
21,2.18,1,AA,1,2,>.3-<=.7
21,4.27,1,AA,2,2,<.7-1.0
21,3.76,1,AA,2,2,<.7-1.0
21,2.05,1,AA,2,2,>.3-<=.7
21,1.55,1,AA,2,2,<=.3
21,2.62,1,AA,2,2,<.7-1.0
21,2.1,1,AA,1,2,>.3-<=.7
21,2.13,1,AA,1,2,>.3-<=.7
21,2.37,1,AA,1,2,>.3-<=.7
21,2.65,1,AA,1,2,<.7-1.0
21,1.99,1,AA,1,2,>.3-<=.7
21,2.23,1,AA,1,2,>.3-<=.7
21,1.76,1,AA,1,2,<=.3
21,2.37,1,AA,2,2,>.3-<=.7
21,5.12,1,AA,2,2,<.7-1.0
21,2.01,1,AA,2,2,>.3-<=.7
21,2.95,1,AA,2,2,<.7-1.0
22,1.88,1,AB,1,1,<=.3
22,3.87,1,AB,1,1,<.7-1.0
22,1.43,1,AB,1,1,<=.3
22,2.73,0,AB,1,1,>.3-<=.7
22,1.97,1,AB,2,1,<=.3
22,3.42,0,AB,2,1,<.7-1.0
22,3.03,1,AB,1,1,>.3-<=.7
22,4.56,1,AB,1,1,<.7-1.0
22,1.86,0,AB,2,1,<=.3
22,2.28,1,AB,1,1,>.3-<=.7
22,3.27,1,AB,1,1,<.7-1.0
22,2.19,1,AB,1,1,>.3-<=.7
22,2.56,1,AB,2,1,>.3-<=.7
22,4.52,0,AB,2,1,<.7-1.0
22,3,1,AB,1,1,>.3-<=.7
22,2.21,0,AB,2,1,>.3-<=.7
22,3.7,0,AB,1,1,<.7-1.0
22,1.5,0,AB,2,1,<=.3
22,2.13,1,AB,2,1,>.3-<=.7
22,3.04,1,AB,2,1,<.7-1.0
22,1.15,0,AB,2,1,<=.3
22,2.95,0,AB,2,1,>.3-<=.7
22,3.01,1,AB,2,1,>.3-<=.7
22,1.68,1,AB,1,1,<=.3
22,2.58,1,AA,1,1,>.3-<=.7
22,2.65,1,AA,2,1,>.3-<=.7
22,2.71,0,AA,1,1,<.7-1.0
22,2.5,1,AA,2,1,>.3-<=.7
22,2.86,1,AA,1,1,<.7-1.0
22,4.86,1,AA,2,1,<.7-1.0
22,4.34,0,AA,1,1,<.7-1.0
22,2.22,1,AA,2,1,>.3-<=.7
22,2.07,0,AA,1,1,>.3-<=.7
22,1.77,0,AA,2,1,>.3-<=.7
22,2.89,1,AA,1,1,<.7-1.0
22,1.98,0,AA,1,1,>.3-<=.7
22,2.84,1,AA,2,1,<.7-1.0
22,3.37,1,AA,2,1,<.7-1.0
22,1.48,1,AA,1,1,<=.3
22,1.21,0,AA,2,1,<=.3
22,2.22,0,AA,2,1,>.3-<=.7
22,1.5,1,AA,2,1,<=.3
22,2.05,1,AA,1,1,>.3-<=.7
22,1.58,0,AA,1,1,<=.3
22,1.69,1,AA,1,1,<=.3
22,1.12,1,AA,2,1,<=.3
22,1.32,1,AA,2,1,<=.3
22,2.63,0,AA,1,1,>.3-<=.7
22,3.19,0,AB,2,2,<.7-1.0
22,2.95,0,AB,1,2,<.7-1.0
22,1.26,0,AB,2,2,<=.3
22,3.06,1,AB,1,2,<.7-1.0
22,1.85,1,AB,1,2,>.3-<=.7
22,2.29,1,AB,2,2,>.3-<=.7
22,1.74,0,AB,2,2,<=.3
22,1.82,1,AB,1,2,<=.3
22,1.87,1,AB,2,2,>.3-<=.7
22,1.5,1,AB,2,2,<=.3
22,1.55,1,AB,2,2,<=.3
22,2.02,1,AB,2,2,>.3-<=.7
22,3.44,1,AB,1,2,<.7-1.0
22,3.6,0,AB,1,2,<.7-1.0
22,1.61,1,AB,2,2,<=.3
22,2.94,1,AB,1,2,>.3-<=.7
22,1.94,1,AB,1,2,>.3-<=.7
22,2.31,0,AB,2,2,>.3-<=.7
22,2.69,1,AB,1,2,>.3-<=.7
22,2.02,0,AB,1,2,>.3-<=.7
22,1.84,1,AB,1,2,<=.3
22,2.96,1,AB,2,2,<.7-1.0
22,2.07,1,AB,1,2,>.3-<=.7
22,3.49,1,AB,2,2,<.7-1.0
22,4.19,1,AA,2,2,<.7-1.0
22,2.37,1,AA,2,2,>.3-<=.7
22,2.28,0,AA,1,2,>.3-<=.7
22,2.24,0,AA,1,2,<=.3
22,3.21,1,AA,1,2,<.7-1.0
22,2.38,1,AA,1,2,>.3-<=.7
22,3.07,0,AA,1,2,<.7-1.0
22,3.21,0,AA,1,2,<.7-1.0
22,2.73,1,AA,2,2,>.3-<=.7
22,2.58,1,AA,2,2,>.3-<=.7
22,2.63,0,AA,1,2,>.3-<=.7
22,1.59,1,AA,1,2,<=.3
22,1.66,0,AA,2,2,<=.3
22,1.76,1,AA,1,2,<=.3
22,2.43,0,AA,1,2,>.3-<=.7
22,2.73,1,AA,2,2,>.3-<=.7
22,2.24,1,AA,2,2,<=.3
22,2.43,1,AA,2,2,>.3-<=.7
22,1.99,0,AA,2,2,<=.3
22,2.54,1,AA,1,2,>.3-<=.7
22,2.02,0,AA,1,2,<=.3
22,2.69,1,AA,2,2,>.3-<=.7
22,3.38,0,AA,2,2,<.7-1.0
22,4.28,1,AA,2,2,<.7-1.0
23,1.72,0,AB,2,1,<=.3
23,1.99,0,AB,2,1,>.3-<=.7
23,1.92,0,AB,2,1,>.3-<=.7
23,2.82,0,AB,1,1,<.7-1.0
23,4.47,0,AB,2,1,<.7-1.0
23,1.75,0,AB,2,1,>.3-<=.7
23,1.75,1,AB,2,1,>.3-<=.7
23,2.73,1,AB,2,1,<.7-1.0
23,2.49,0,AB,1,1,>.3-<=.7
23,1.76,1,AB,1,1,>.3-<=.7
23,0.12,1,AB,1,1,<=.3
23,1.89,1,AB,1,1,>.3-<=.7
23,1.89,1,AB,2,1,>.3-<=.7
23,1.84,1,AB,1,1,>.3-<=.7
23,1.59,1,AB,1,1,<=.3
23,1.3,1,AB,1,1,<=.3
23,1.01,1,AB,2,1,<=.3
23,5,0,AB,1,1,<.7-1.0
23,4.81,1,AB,2,1,<.7-1.0
23,5.12,0,AB,2,1,<.7-1.0
23,2.64,1,AB,1,1,>.3-<=.7
23,2.8,0,AB,2,1,<.7-1.0
23,0.59,0,AB,1,1,<=.3
23,0.96,1,AB,1,1,<=.3
23,5.05,1,AA,1,1,<.7-1.0
23,2.5,1,AA,2,1,<.7-1.0
23,2.68,0,AA,2,1,<.7-1.0
23,1.53,1,AA,1,1,>.3-<=.7
23,1.59,0,AA,2,1,>.3-<=.7
23,2.51,1,AA,1,1,<.7-1.0
23,0.82,0,AA,2,1,<=.3
23,1.87,0,AA,1,1,>.3-<=.7
23,1.02,1,AA,1,1,<=.3
23,1.63,1,AA,2,1,>.3-<=.7
23,1.97,1,AA,1,1,>.3-<=.7
23,0.05,1,AA,1,1,<=.3
23,2.71,1,AA,2,1,<.7-1.0
23,2.17,1,AA,2,1,>.3-<=.7
23,2.47,0,AA,2,1,>.3-<=.7
23,3.73,1,AA,2,1,<.7-1.0
23,1.97,1,AA,1,1,>.3-<=.7
23,3.15,1,AA,1,1,<.7-1.0
23,2.12,0,AA,1,1,>.3-<=.7
23,1.31,0,AA,2,1,<=.3
23,0.83,0,AA,2,1,<=.3
23,1.08,1,AA,1,1,<=.3
23,0.73,0,AA,2,1,<=.3
23,1.31,1,AA,1,1,<=.3
23,1.42,1,AB,1,2,>.3-<=.7
23,2.75,0,AB,1,2,<.7-1.0
23,1.89,0,AB,2,2,>.3-<=.7
23,5.69,1,AB,2,2,<.7-1.0
23,1.25,1,AB,2,2,<=.3
23,1.57,1,AB,2,2,>.3-<=.7
23,0.69,1,AB,1,2,<=.3
23,2.04,0,AB,1,2,<.7-1.0
23,1.47,0,AB,2,2,>.3-<=.7
23,3.4,0,AB,1,2,<.7-1.0
23,1.24,1,AB,1,2,<=.3
23,1.7,0,AB,2,2,>.3-<=.7
23,1.22,1,AB,1,2,<=.3
23,1.37,1,AB,2,2,>.3-<=.7
23,1.67,1,AB,1,2,>.3-<=.7
23,2.04,1,AB,2,2,<.7-1.0
23,2.15,1,AB,1,2,<.7-1.0
23,1.47,1,AB,1,2,>.3-<=.7
23,1.16,0,AB,2,2,<=.3
23,1.21,1,AB,2,2,<=.3
23,1.9,0,AB,2,2,<.7-1.0
23,1.76,1,AB,1,2,>.3-<=.7
23,0.86,1,AB,1,2,<=.3
23,1.29,1,AB,2,2,>.3-<=.7
23,2.41,1,AA,1,2,>.3-<=.7
23,2.42,0,AA,2,2,>.3-<=.7
23,4.58,1,AA,2,2,<.7-1.0
23,4.32,1,AA,1,2,<.7-1.0
23,4.01,1,AA,2,2,<.7-1.0
23,3.77,1,AA,1,2,<.7-1.0
23,3.93,0,AA,1,2,<.7-1.0
23,1.13,1,AA,1,2,<=.3
23,3.51,1,AA,2,2,<.7-1.0
23,2.14,0,AA,2,2,>.3-<=.7
23,3.39,1,AA,1,2,<.7-1.0
23,1.66,1,AA,1,2,<=.3
23,2.94,1,AA,1,2,>.3-<=.7
23,1.68,1,AA,2,2,>.3-<=.7
23,1.08,1,AA,2,2,<=.3
23,2.21,1,AA,2,2,>.3-<=.7
23,1.7,0,AA,2,2,>.3-<=.7
23,1.27,1,AA,1,2,<=.3
23,1.57,1,AA,1,2,<=.3
23,3.38,1,AA,2,2,>.3-<=.7
23,3.22,1,AA,1,2,>.3-<=.7
23,1.86,1,AA,1,2,>.3-<=.7
23,0.93,0,AA,2,2,<=.3
23,0.84,1,AA,2,2,<=.3
24,1.85,0,AB,1,1,<=.3
24,2.98,0,AB,1,1,>.3-<=.7
24,2.86,1,AB,1,1,>.3-<=.7
24,3,1,AB,1,1,>.3-<=.7
24,3.81,1,AB,1,1,<.7-1.0
24,1.41,1,AB,1,1,<=.3
24,4.25,0,AB,1,1,<.7-1.0
24,2.76,1,AB,1,1,>.3-<=.7
24,2.04,0,AB,1,1,>.3-<=.7
24,1.38,1,AB,2,1,<=.3
24,2.01,1,AB,2,1,>.3-<=.7
24,2.18,0,AB,2,1,>.3-<=.7
24,2.76,0,AB,1,1,>.3-<=.7
24,2.11,1,AB,2,1,>.3-<=.7
24,3.68,1,AB,2,1,<.7-1.0
24,1.42,1,AB,1,1,<=.3
24,5.76,0,AB,2,1,<.7-1.0
24,0.95,1,AB,2,1,<=.3
24,4.36,0,AB,1,1,<.7-1.0
24,5.6,0,AB,2,1,<.7-1.0
24,3.33,1,AB,2,1,>.3-<=.7
24,1.45,0,AB,2,1,<=.3
24,3.84,1,AB,2,1,<.7-1.0
24,1.92,1,AB,2,1,<=.3
24,3.3,1,AA,1,1,>.3-<=.7
24,2.85,1,AA,2,1,<=.3
24,3.06,1,AA,1,1,>.3-<=.7
24,4.04,1,AA,2,1,<.7-1.0
24,3.17,1,AA,1,1,>.3-<=.7
24,3.44,1,AA,2,1,>.3-<=.7
24,3.12,1,AA,1,1,>.3-<=.7
24,4.75,0,AA,1,1,<.7-1.0
24,2.35,1,AA,1,1,<=.3
24,3.4,0,AA,2,1,>.3-<=.7
24,4.97,0,AA,2,1,<.7-1.0
24,3.45,1,AA,2,1,>.3-<=.7
24,3.52,0,AA,1,1,>.3-<=.7
24,4.46,1,AA,1,1,<.7-1.0
24,1.69,0,AA,1,1,<=.3
24,3.09,1,AA,2,1,>.3-<=.7
24,2.96,1,AA,2,1,<=.3
24,2.08,1,AA,2,1,<=.3
24,2.67,0,AA,2,1,<=.3
24,3.72,1,AA,1,1,<.7-1.0
24,2.94,0,AA,2,1,<=.3
24,4.26,1,AA,1,1,<.7-1.0
24,4.46,0,AA,1,1,<.7-1.0
24,3.46,1,AA,2,1,>.3-<=.7
24,2.89,1,AB,2,2,<.7-1.0
24,1.25,1,AB,1,2,<=.3
24,0.9,1,AB,1,2,<=.3
24,1.41,1,AB,1,2,<=.3
24,2.48,0,AB,2,2,>.3-<=.7
24,2.33,1,AB,1,2,>.3-<=.7
24,3.63,1,AB,1,2,<.7-1.0
24,1.41,1,AB,1,2,<=.3
24,1.78,1,AB,2,2,>.3-<=.7
24,3.77,1,AB,2,2,<.7-1.0
24,2.21,0,AB,2,2,>.3-<=.7
24,1.5,1,AB,2,2,>.3-<=.7
24,1.43,1,AB,2,2,>.3-<=.7
24,1.1,1,AB,1,2,<=.3
24,3.69,1,AB,1,2,<.7-1.0
24,1.94,1,AB,2,2,>.3-<=.7
24,3.24,1,AB,1,2,<.7-1.0
24,4.55,1,AB,1,2,<.7-1.0
24,1.61,1,AB,2,2,>.3-<=.7
24,1.31,1,AB,2,2,<=.3
24,5.04,0,AB,2,2,<.7-1.0
24,2.34,1,AB,2,2,>.3-<=.7
24,1.48,1,AB,1,2,>.3-<=.7
24,1.33,1,AB,1,2,<=.3
24,2.53,1,AA,1,2,>.3-<=.7
24,3.4,0,AA,1,2,>.3-<=.7
24,2.49,1,AA,2,2,>.3-<=.7
24,1.48,1,AA,2,2,<=.3
24,2.29,1,AA,1,2,>.3-<=.7
24,2.98,0,AA,2,2,>.3-<=.7
24,3.69,1,AA,1,2,<.7-1.0
24,3.86,1,AA,2,2,<.7-1.0
24,1.96,1,AA,1,2,<=.3
24,1.87,1,AA,1,2,<=.3
24,1.94,1,AA,1,2,<=.3
24,2.22,0,AA,2,2,>.3-<=.7
24,2.36,0,AA,2,2,>.3-<=.7
24,3.68,1,AA,2,2,>.3-<=.7
24,1.32,1,AA,1,2,<=.3
24,5.51,1,AA,2,2,<.7-1.0
24,1.97,1,AA,1,2,>.3-<=.7
24,3.78,0,AA,2,2,<.7-1.0
24,2.89,1,AA,1,2,>.3-<=.7
24,4.1,1,AA,1,2,<.7-1.0
24,1.68,1,AA,2,2,<=.3
24,1.77,1,AA,1,2,<=.3
24,5.32,0,AA,2,2,<.7-1.0
24,5.96,0,AA,2,2,<.7-1.0
25,5,1,AB,1,1,<.7-1.0
25,3.16,0,AB,2,1,<.7-1.0
25,5.22,1,AB,1,1,<.7-1.0
25,2.8,1,AB,2,1,>.3-<=.7
25,2.63,1,AB,2,1,>.3-<=.7
25,2.87,1,AB,1,1,>.3-<=.7
25,3.04,1,AB,1,1,<.7-1.0
25,1.47,1,AB,2,1,<=.3
25,1.67,0,AB,2,1,<=.3
25,3.35,0,AB,2,1,<.7-1.0
25,2.53,0,AB,1,1,>.3-<=.7
25,1.43,1,AB,2,1,<=.3
25,1.95,1,AB,1,1,>.3-<=.7
25,3.37,0,AB,1,1,<.7-1.0
25,1.49,1,AB,2,1,<=.3
25,2.29,1,AB,2,1,>.3-<=.7
25,3.14,1,AB,2,1,<.7-1.0
25,2.23,0,AB,1,1,>.3-<=.7
25,1.32,1,AB,1,1,<=.3
25,2.18,0,AB,1,1,>.3-<=.7
25,1.93,1,AB,1,1,<=.3
25,1.91,0,AB,2,1,<=.3
25,1.99,1,AB,2,1,>.3-<=.7
25,3.02,1,AB,1,1,>.3-<=.7
25,2.26,1,AA,2,1,>.3-<=.7
25,1.77,1,AA,1,1,<=.3
25,2.69,0,AA,1,1,>.3-<=.7
25,3.39,1,AA,2,1,<.7-1.0
25,1.63,0,AA,2,1,<=.3
25,2.79,1,AA,1,1,>.3-<=.7
25,2.71,1,AA,1,1,>.3-<=.7
25,4.26,0,AA,1,1,<.7-1.0
25,1.6,0,AA,2,1,<=.3
25,2.48,1,AA,2,1,>.3-<=.7
25,3.08,1,AA,2,1,<.7-1.0
25,1.37,1,AA,1,1,<=.3
25,1.64,0,AA,2,1,<=.3
25,3.82,0,AA,2,1,<.7-1.0
25,3.12,0,AA,1,1,<.7-1.0
25,2.79,0,AA,2,1,>.3-<=.7
25,3.77,0,AA,1,1,<.7-1.0
25,2.23,1,AA,2,1,<=.3
25,1.94,1,AA,1,1,<=.3
25,2.47,0,AA,1,1,>.3-<=.7
25,2.36,0,AA,2,1,>.3-<=.7
25,2.61,0,AA,2,1,>.3-<=.7
25,2.96,1,AA,1,1,<.7-1.0
25,4.42,1,AB,1,2,<.7-1.0
25,3.01,1,AB,1,2,>.3-<=.7
25,2.53,1,AB,1,2,>.3-<=.7
25,1.38,1,AB,2,2,<=.3
25,4.03,1,AB,1,2,<.7-1.0
25,2.43,0,AB,2,2,>.3-<=.7
25,1.75,1,AB,1,2,<=.3
25,2.68,1,AB,2,2,>.3-<=.7
25,2.31,1,AB,2,2,>.3-<=.7
25,3.51,1,AB,2,2,<.7-1.0
25,4.54,0,AB,2,2,<.7-1.0
25,2.48,1,AB,2,2,>.3-<=.7
25,1.98,1,AB,1,2,<=.3
25,2.07,1,AB,2,2,>.3-<=.7
25,2.06,1,AB,1,2,<=.3
25,2.21,1,AB,1,2,>.3-<=.7
25,3.12,0,AB,2,2,<.7-1.0
25,3.26,1,AB,2,2,<.7-1.0
25,2.96,0,AB,2,2,>.3-<=.7
25,1.73,1,AB,1,2,<=.3
25,2.13,1,AB,2,2,>.3-<=.7
25,1.43,1,AB,1,2,<=.3
25,5.54,0,AB,1,2,<.7-1.0
25,1.39,1,AB,1,2,<=.3
25,2.59,1,AA,1,2,>.3-<=.7
25,1.82,1,AA,1,2,>.3-<=.7
25,4.24,1,AA,1,2,<.7-1.0
25,2.72,1,AA,1,2,<.7-1.0
25,2.9,1,AA,1,2,<.7-1.0
25,1.1,1,AA,2,2,<=.3
25,1.08,1,AA,1,2,<=.3
25,1.7,1,AA,2,2,>.3-<=.7
25,2.4,1,AA,2,2,>.3-<=.7
25,1.33,1,AA,2,2,<=.3
25,1.38,1,AA,1,2,<=.3
25,4.03,1,AA,1,2,<.7-1.0
25,1.58,1,AA,2,2,<=.3
25,1.86,1,AA,2,2,>.3-<=.7
25,1.25,1,AA,2,2,<=.3
25,1.35,0,AA,2,2,<=.3
25,1.88,1,AA,1,2,>.3-<=.7
25,2.66,1,AA,2,2,<.7-1.0
25,2.37,1,AA,1,2,>.3-<=.7
25,1.96,1,AA,1,2,>.3-<=.7
25,3.99,1,AA,1,2,<.7-1.0
25,2.62,1,AA,2,2,>.3-<=.7
25,1.81,1,AA,2,2,>.3-<=.7
25,3.38,1,AA,2,2,<.7-1.0
27,2.09,0,AB,1,1,<=.3
27,1.73,1,AB,2,1,<=.3
27,2.73,1,AB,2,1,>.3-<=.7
27,1.78,1,AB,1,1,<=.3
27,2.07,1,AB,1,1,<=.3
27,1.52,0,AB,1,1,<=.3
27,2.89,1,AB,2,1,>.3-<=.7
27,2.99,1,AB,2,1,>.3-<=.7
27,1.53,0,AB,2,1,<=.3
27,3.05,1,AB,2,1,>.3-<=.7
27,3.13,1,AB,1,1,>.3-<=.7
27,2.5,1,AB,1,1,>.3-<=.7
27,3.44,0,AB,2,1,<.7-1.0
27,2.64,1,AB,1,1,>.3-<=.7
27,4.06,1,AB,2,1,<.7-1.0
27,4.78,1,AB,1,1,<.7-1.0
27,4.66,0,AB,2,1,<.7-1.0
27,4.57,1,AB,1,1,<.7-1.0
27,3.38,1,AB,2,1,>.3-<=.7
27,3.75,1,AB,1,1,<.7-1.0
27,5.23,1,AB,1,1,<.7-1.0
27,1.66,0,AB,2,1,<=.3
27,3.2,1,AB,1,1,>.3-<=.7
27,2.28,1,AB,2,1,>.3-<=.7
27,2.65,1,AA,1,1,<=.3
27,1.5,1,AA,1,1,<=.3
27,2.2,0,AA,2,1,<=.3
27,2.83,1,AA,2,1,>.3-<=.7
27,2.96,0,AA,1,1,>.3-<=.7
27,3.42,1,AA,2,1,<.7-1.0
27,2.71,0,AA,1,1,>.3-<=.7
27,2.72,0,AA,1,1,>.3-<=.7
27,2.86,0,AA,1,1,>.3-<=.7
27,4.12,1,AA,2,1,<.7-1.0
27,2.08,1,AA,2,1,<=.3
27,4.62,1,AA,1,1,<.7-1.0
27,2.57,1,AA,1,1,<=.3
27,2.96,0,AA,2,1,>.3-<=.7
27,2.85,1,AA,1,1,>.3-<=.7
27,3,0,AA,2,1,>.3-<=.7
27,2.29,1,AA,2,1,<=.3
27,3.76,0,AA,2,1,<.7-1.0
27,3.89,0,AA,1,1,<.7-1.0
27,1.8,1,AA,1,1,<=.3
27,3.12,1,AA,2,1,>.3-<=.7
27,2.76,1,AA,1,1,>.3-<=.7
27,4.13,1,AA,2,1,<.7-1.0
27,3.5,1,AA,2,1,<.7-1.0
27,2.03,1,AB,1,2,>.3-<=.7
27,1.4,1,AB,1,2,<=.3
27,3.46,1,AB,1,2,<.7-1.0
27,2.94,1,AB,2,2,>.3-<=.7
27,1.35,1,AB,1,2,<=.3
27,2.4,1,AB,1,2,>.3-<=.7
27,3.14,1,AB,2,2,>.3-<=.7
27,3.47,0,AB,2,2,<.7-1.0
27,3.37,1,AB,2,2,<.7-1.0
27,5.49,0,AB,2,2,<.7-1.0
27,3.65,0,AB,1,2,<.7-1.0
27,2.49,1,AB,2,2,>.3-<=.7
27,1.71,1,AB,2,2,<=.3
27,1.31,1,AB,1,2,<=.3
27,3.5,0,AB,1,2,<.7-1.0
27,1.99,1,AB,1,2,>.3-<=.7
27,3.57,0,AB,2,2,<.7-1.0
27,1.91,1,AB,2,2,<=.3
27,2.81,0,AB,2,2,>.3-<=.7
27,2.14,1,AB,1,2,>.3-<=.7
27,2.4,1,AB,1,2,>.3-<=.7
27,2.67,1,AB,2,2,>.3-<=.7
27,1.82,1,AB,1,2,<=.3
27,1.52,1,AB,2,2,<=.3
27,2.29,1,AA,1,2,>.3-<=.7
